"Data Source","World Development Indicators",

"Last Updated Date","2020-09-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"North America","NAC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60637000","64165000","65816000","65617000","68455000","71197000","66884000","63922000","59009000","65503000","68247000","69541000","74376000","75413000","71076000","76461000","79727410","83542900","87937910","92140350","95964520","96622480","98339740","101161920","",
"Namibia","NAM","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","272000","461000","502000","614000","635000","656000","670000","757000","695000","716000","778000","833000","929000","931000","980000","984000","1027000","1079000","1176000","1320000","1388000","1469000","1499000","","",
"New Caledonia","NCL","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86000","91000","105000","104000","100000","110000","101000","104000","102000","100000","101000","100000","103000","104000","99000","99000","112000","112000","108000","107000","114000","116000","121000","120000","",
"Niger","NER","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35000","68000","68000","41000","39000","50000","52000","39000","55000","57000","58000","60000","48000","73000","66000","74000","82000","94000","123000","135000","135000","152000","164000","157000","",
"Nigeria","NGA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1031000","1230000","1292000","1357000","1425000","1492000","1753000","2046000","2253000","2646000","2778000","3056000","5239000","5820000","6053000","6113000","3765000","4673000","4038000","4803000","6017000","5265000","","","",
"Nicaragua","NIC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","281000","303000","358000","406000","468000","486000","483000","472000","526000","615000","712000","749000","800000","858000","932000","1011000","1060000","1180000","1229000","1330000","1386000","1504000","1787000","1256000","",
"Netherlands","NLD","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6574000","6580000","7841000","9312000","9874000","10003000","9500000","9595000","9181000","9646000","10012000","10739000","11008000","10104000","9921000","10883000","11300000","11680000","12783000","13925000","15007000","15828000","17924000","18780000","",
"Norway","NOR","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2880000","2746000","2702000","3256000","3223000","3104000","3073000","3111000","3269000","3628000","3824000","4070000","4377000","4347000","4346000","4767000","4963000","4538000","4778000","4855000","5361000","5960000","6252000","5688000","",
"Nepal","NPL","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","363000","394000","422000","464000","492000","464000","361000","275000","338000","385000","375000","384000","527000","500000","510000","603000","736000","803000","798000","790000","539000","753000","940000","1173000","",
"Nauru","NRU","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1475000","1596000","1780000","1900000","2026000","2086000","2325000","2353000","2390000","2434000","2371000","2373000","2435000","2511000","2473000","2629000","2772000","3039000","3370000","3555000","3686000","",
"OECD members","OED","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","364605316.392783","379789304.299334","396702798.907608","409764959.239622","421775677.572756","446999615.190616","435878012.586545","439877400.089298","433702690.406713","457798021.550475","485671000","506825000","530594000","531583000","509834000","529313000","554800410","572623900","602570210","640967350","676857520","700942480","753912740","791284920","",
"Oman","OMN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","891000","1066000","1223000","1373000","1521000","1441000","1018000","1241000","1392000","1611000","1909000","2335000","2316000","2301000","",
"Other small states","OSS","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10174805.8113401","10258658.9531555","11518329.893611","12664400.9073055","13798292.1350379","15623854.6694206","16444936.2019172","16887975.9162853","17444751.6985792","19179585.679125","20770473.9329471","22513124.5867726","24792683.2940623","26718638.2190948","26218896.8974906","31059170.3894602","26798179.3155564","29433781.8185794","31833474.0269266","35373965.6826834","35411017.9845172","38339572.9416197","41152644.4446069","42781520.9748068","",
"Pakistan","PAK","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","378000","369000","375000","429000","432000","557000","500000","498000","501000","648000","798000","898000","840000","823000","855000","907000","1161000","966000","","","","","","","",
"Panama","PAN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","345000","362000","421000","431000","457000","484000","519000","534000","566000","621000","702000","843000","1103000","1247000","1200000","1324000","1473000","1606000","1658000","1745000","2110000","1921000","1843000","1785000","",
"Peru","PER","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","479000","584000","649000","726000","694000","800000","901000","1064000","1136000","1350000","1571000","1721000","1916000","2058000","2140000","2299000","2598000","2846000","3164000","3215000","3456000","3744000","4032000","4419000","",
"Philippines","PHL","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1760000","2049000","2223000","2149000","2171000","1992000","1797000","1933000","1907000","2291000","2623000","2843000","3092000","3139000","3017000","3520000","3917000","4273000","4681000","4833000","5361000","5967000","6621000","7168000","",
"Palau","PLW","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53000","69000","74000","64000","55000","58000","54000","59000","63000","89000","81000","82000","88000","81000","71000","85000","111000","120000","108000","140000","162000","138000","123000","106000","",
"Papua New Guinea","PNG","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42000","61000","66000","67000","67000","58000","54000","54000","56000","59000","69000","78000","104000","114000","121000","140000","158000","168000","174000","182000","183000","179000","139000","140000","",
"Poland","POL","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19215000","19410000","19520000","18780000","17950000","17400000","15000000","13980000","13720000","14290000","15200000","15670000","14975000","12960000","11890000","12470000","13350000","14840000","15800000","16000000","16728000","17471000","18258000","19622000","",
"Pre-demographic dividend","PRE","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5288485.00019173","6168000.56539647","6380809.67765076","6307240.90251598","6468233.21269794","6710002.82986267","7265332.53905593","8254382.48245237","8774709.91955684","10607219.7295237","11870337.310655","13195839.3185893","16948933.6185673","17908474.7522832","18949971.6727931","20494772.0078299","19607164.7927445","20901218.4093505","20312138.8675041","20916861.0619311","23560009.2130671","23851511.5576055","","","",
"Puerto Rico","PRI","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3131000","3065000","3242000","3396000","3024000","3341000","3551000","3087000","3238000","3541000","3686000","3722000","3687000","3716000","3183000","3186000","3048000","3069000","3172000","3246000","3542000","3736000","3513000","3068000","",
"Korea, Dem. People’s Rep.","PRK","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4572000","4567000","4798000","5539000","5379000","5599000","5392000","5560000","5383000","5654000","5769000","6349000","6788000","6962000","6439000","6756000","7264000","7503000","9177000","10497000","11723000","13359000","15432000","16186000","",
"Paraguay","PRY","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","438000","426000","395000","350000","269000","289000","279000","250000","268000","309000","341000","388000","416000","428000","439000","465000","524000","579000","610000","649000","1215000","1308000","1584000","1181000","",
"West Bank and Gaza","PSE","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220000","210000","200000","300000","310000","43000","33000","37000","56000","88000","123000","264000","387000","396000","522000","449000","490000","545000","556000","432000","400000","503000","606000","",
"Pacific island small states","PSS","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","544155.659713142","587557.702596085","613460.465187399","627103.905025571","668065.906259255","572454.106349939","609766.02826577","672527.114314408","717544.759234595","835377.602939226","878773.842052952","893942.434891314","923978.257796416","982543.089748505","962452.238306965","1064312.85511557","1121471.32746675","1140557.63633622","1124520.43575455","1184836.44800509","1259767.61028143","1290302.56112863","1360729.43398705","1392601.44944122","",
"Post-demographic dividend","PST","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","333271459.930471","348451448.011628","370792863.934815","383191797.828132","396596215.254549","423616716.537848","420069542.493304","427824518.563631","422280144.625267","451443731.273133","476775000","501863000","526507000","524554500","500275000","524971300","550143410","575906800","606902710","627567250","657228120","696580480","742660940","773365720","",
"French Polynesia","PYF","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172000","164000","180000","189000","211000","252000","228000","189000","213000","212000","208000","222000","218000","196000","160000","154000","163000","169000","164000","181000","184000","192000","199000","216300","",
"Qatar","QAT","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1481600","1699500","2056700","2323500","2611900","2839200","2941100","2938200","2256500","1819300","",
"Romania","ROU","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5445000","5205000","5149000","4831000","5224000","5264000","4938000","4794000","5595000","6600000","5839000","6037000","7722000","8862000","7575000","7498000","7611000","7937000","8019000","8442000","9331000","10223000","10926000","11720000","",
"Russian Federation","RUS","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10290000","16208000","17463000","16188000","18820000","21169000","21595000","23309000","22521000","22064000","22201000","22486000","22909000","23676000","21339000","22281000","24932000","28177000","30792000","32421000","33729000","24571000","24390000","24551000","",
"Rwanda","RWA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104000","113000","","","","","494000","566000","507000","502000","504000","688000","815000","864000","926000","987000","932000","","","",
"South Asia","SAS","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3809176.52972122","3930661.56568701","4161829.07131035","4280668.70448291","4529947.04461371","4826435.64997745","4486399.64478678","4321774.19403917","4966540.25175709","6057158.42639467","6366874.04572453","7232429.49041545","8067461.056723","8365577.60226718","8065426.13149744","9234490.67358027","10392363.1269225","10725073.4013012","11682769.2507124","18915333.1099502","19773338.9820543","22066208.4601184","23825232.5091422","26701056.8437404","",
"Saudi Arabia","SAU","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3325000","","","","","6585000","6727000","7511000","7332000","8599000","8037000","8620000","11531000","14757000","10897000","10850000","14179000","16332000","15772000","18260000","17994000","18044000","16109000","15334000","",
"Sudan","SDN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29000","38000","30000","36000","39000","38000","50000","52000","52000","61000","246000","328000","436000","440000","420000","495000","536000","575000","591000","684000","741000","800000","813000","836000","",
"Senegal","SEN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","769000","866000","875000","867000","810000","900000","968000","962000","1063000","963000","1006600","1210000","1365000","","",
"Singapore","SGP","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6070000","6048000","5894000","5122000","5604000","6062000","5857000","5855000","4703000","6553000","7079000","7588000","7957000","7778000","7488000","9161000","10390000","11098000","11899000","11864000","12051000","12913000","13903000","14673000","",
"Solomon Islands","SLB","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11800","10300","13800","15800","","5200","","","6600","5600","9400","11500","13700","16300","18300","20500","22900","23900","24400","20100","21600","23200","25700","27900","",
"Sierra Leone","SLE","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13800","21900","7500","12900","10600","15800","24100","28400","38100","43600","40000","33700","32200","36000","37000","39000","52000","60000","81000","44000","24000","55000","51000","57000","",
"El Salvador","SLV","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","235000","283000","387000","542000","658000","795000","735000","798000","720000","951000","1127000","1279000","1339000","1385000","1091000","1150000","1184000","1255000","1283000","1345000","1402000","1434000","1556000","1677300","",
"San Marino","SMR","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28000","30000","28000","36000","34000","43000","49000","46000","41000","42000","50000","50000","69000","115000","151000","120000","156000","139000","71000","75000","54000","60000","78000","84000","",
"Somalia","SOM","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","312000","339000","392000","453000","469000","696000","646000","645000","683000","764000","810000","922000","1029000","1132000","1281000","1497000","1711000","",
"Sub-Saharan Africa (excluding high income)","SSA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13144995.7634426","14977636.7814885","15159214.3472519","17107119.0889036","17806478.21641","17997696.8325374","18802129.1109883","20398588.1063094","21639219.9826312","23140194.0313737","25035323.6635871","28476016.0191587","33402870.6601577","34564905.6863879","32492164.7422509","35589151.783656","35471960.7020746","37939967.7535644","38383022.5150537","40256794.9662114","41993027.1588011","44009294.4049605","45834087.9356684","","",
"South Sudan","SSD","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13722262.8165956","15634583.1425187","15870240.9021614","17834852.4761491","18551388.6786569","18836376.6770968","19643063.0882235","21262755.6283582","22511769.482228","24027247.0794973","25974009.0486892","29452662.1935685","34525586.2844472","35709661.3863948","33573864.3872646","36755948.9094139","36693731.7211293","39172281.3948489","39668472.164302","41592505.5050053","43494338.8715107","45672649.4331208","47629536.2601109","","",
"Small states","SST","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15449513.4285489","15666145.4280941","17067407.0473406","18204806.4208036","19492280.1503339","21292332.0345669","21964914.8012014","22454168.3399394","23333040.8396207","25495235.5099051","27265221.6727114","29210318.5116802","31397822.8945849","33281372.9081383","32477574.9680261","37551286.8660913","33680059.9038175","36441417.5567768","38741673.7296619","42510501.2696247","42854957.1111595","45949707.7042572","49014833.2703106","51165258.7141764","",
"Sao Tome and Principe","STP","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6200","6400","4800","5600","5800","7100","7500","9200","10000","10600","15800","12300","11800","14500","15200","8000","12200","","","","25600","28900","28900","33400","",
"Suriname","SUR","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43000","53000","61000","55000","57000","57000","54000","60000","82000","138000","161000","154000","167000","151000","151000","205000","220000","240000","249000","252000","228000","256000","278000","","",
"Slovak Republic","SVK","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","903000","951000","814000","896000","975000","1053000","1219000","1399000","1387000","1401000","1515000","1612000","1685000","1767000","1298000","1327000","1460000","1528000","1670000","1475000","1721000","2027000","2162000","2256000","",
"Slovenia","SVN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","732000","832000","974000","977000","884000","1090000","1219000","1302000","1373000","1499000","1555000","1617000","1751000","1958000","1824000","2049000","2236000","2377000","2502000","2675000","3022000","3397000","3991000","4425000","",
"Sweden","SWE","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2310000","2376000","2388000","2573000","2595000","3828000","4108000","4276000","4268000","4676000","4883000","4729000","5224000","4555000","4899000","5183000","5222000","5146000","5229000","5660000","6482000","6782000","7054000","7440000","",
"Eswatini","SWZ","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300000","315000","269000","284000","289000","281000","283000","256000","461000","459000","837000","873000","869000","756000","908000","868000","879000","888000","968000","939000","873000","947000","921000","782000","",
"Sint Maarten (Dutch part)","SXM","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","460000","365000","439000","458000","445000","432000","403000","381000","428000","475000","468000","468000","469000","475000","440000","443000","424000","457000","467000","500000","505000","528000","402000","178000","",
"Seychelles","SYC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121000","131000","130000","128000","125000","130000","130000","132000","122000","121000","129000","141000","161000","159000","158000","175000","194000","208000","230000","233000","276000","303000","350000","362000","",
"Syrian Arab Republic","SYR","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","815000","830000","891000","1267000","1386000","2100000","2192000","2661000","2598000","3399000","3571000","4231000","4158000","5430000","6092000","8546000","5070000","","","","","","","","",
"Turks and Caicos Islands","TCA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79000","88000","93000","111000","121000","152000","166000","155000","164000","173000","176000","248000","265000","352000","351000","281000","354000","291700","290600","358000","386000","449000","416400","441000","",
"Chad","TCD","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46000","77000","61000","70000","71000","77000","86000","97000","119000","120000","98000","87000","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43099283.798651","47493112.0560835","48148489.7719749","48569689.3511714","54266519.0629701","62091182.7892206","67467332.0210524","73015624.4550124","64906989.4615674","83063999.9809902","89959229.3163545","97137400.8899733","108355358.735484","109019662.160972","107458654.111618","118416110.613852","126484052.216273","133049086.068935","139748452.2362","142574364.510305","151127010.371186","159224453.791186","170203053.594187","181041126.519557","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53974139.3117789","62171723.8903083","71079069.9984842","67173989.618662","63832053.3856637","74591936.895534","78549701.5007491","84485868.40501","87754768.9230822","98462641.437563","104494246.217565","106916314.783048","122968436.236106","129364257.644175","120288283.983004","125201307.237213","137433868.114364","155270145.861862","165376682.641098","158033713.112013","161377539.089059","155508323.126797","172583144.603415","191829289.563944","",
"Togo","TGO","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53000","58000","92000","69000","70000","60000","57000","58000","61000","83000","81000","94000","86000","74000","150000","202000","300000","235000","327000","282000","273000","338000","514000","573000","",
"Thailand","THA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6952000","7244000","7294000","7843000","8651000","9579000","10133000","10873000","10082000","11737000","11567000","13822000","14464000","14584000","14150000","15936000","19230000","22354000","26547000","24810000","29923000","32530000","35592000","38178000","",
"Tajikistan","TJK","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","700","2100","3200","4500","7700","5200","","","","","","","325000","207000","160000","183000","244000","208000","213000","414000","344000","431000","1035000","",
"Turkmenistan","TKM","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","218000","217000","257000","300000","","3400","5200","10800","8200","14800","11600","5600","8200","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39084792.8263531","41063341.2271832","40582294.4672095","43345492.7004062","43338312.8980186","46133307.3989321","44484004.2218793","42589562.0775903","43617299.5050822","49011382.4703315","53332597.8216522","55250630.7452149","57821000","60358000","58391000","62575000","65674000","67950000","69870400","78202100","83848000","89530300","97380000","100122115.273835","",
"Timor-Leste","TLS","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14000","22000","36000","44000","40000","51000","58000","79000","60000","62000","66000","74000","75000","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13443449.2041503","14233582.3381613","15489456.7532237","16965998.9804874","19652645.6056752","21899986.2546908","21937603.6688827","23775448.2906434","25319000.7591076","31283355.4220171","33091729.295581","36447361.9434367","39876084.7374734","44311383.8119879","47052809.1541201","54736752.1826254","44260409.000866","48031501.1197328","47600947.9026109","48100555.2003103","44037878.1657308","40038774.3546318","47230836.1623274","57104481.456606","",
"Tonga","TON","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29000","27000","26000","27000","31000","35000","32000","37000","40000","41000","42000","39000","46000","50000","45700","47100","46000","47400","48200","50400","53800","59100","62500","54000","",
"South Asia (IDA & IBRD)","TSA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3809176.52972122","3930661.56568701","4161829.07131035","4280668.70448291","4529947.04461371","4826435.64997745","4486399.64478678","4321774.19403917","4966540.25175709","6057158.42639467","6366874.04572453","7232429.49041545","8067461.056723","8365577.60226718","8065426.13149744","9234490.67358027","10392363.1269225","10725073.4013012","11682769.2507124","18915333.1099502","19773338.9820543","22066208.4601184","23825232.5091422","26701056.8437404","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13722262.8165956","15634583.1425187","15870240.9021614","17834852.4761491","18551388.6786569","18836376.6770968","19643063.0882235","21262755.6283582","22511769.482228","24027247.0794973","25974009.0486892","29452662.1935685","34525586.2844472","35709661.3863948","33573864.3872646","36755948.9094139","36693731.7211293","39172281.3948489","39668472.164302","41592505.5050053","43494338.8715107","45672649.4331208","47629536.2601109","","",
"Trinidad and Tobago","TTO","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","260000","266000","324000","334000","358000","399000","383000","384000","409000","443000","463000","461000","449000","437000","419000","388000","431000","455000","434000","412000","440000","409000","395000","375000","",
"Tunisia","TUN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4120000","3885000","4263000","4718000","4832000","5058000","5387000","5064000","5114000","5998000","6378000","6550000","6762000","7050000","7797000","7828000","5746000","6999000","7352000","7163000","5359000","5724000","7052000","8299000","",
"Turkey","TUR","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7083000","7966000","9040000","8960000","6893000","9586000","10783000","12790000","13341000","16826000","20273000","18916000","26122000","29792000","30187000","31364000","34654000","35698000","37795000","39811000","39478000","30289000","37601000","45768000","",
"Tuvalu","TUV","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","900","1000","1000","1000","1100","1100","1100","1300","1400","1300","1100","1100","1100","1700","1600","1700","1200","1100","1300","1400","2400","2500","2500","2700","",
"Tanzania","TZA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","285000","315000","347000","450000","564000","459000","501000","550000","552000","566000","590000","622000","692000","750000","695000","754000","843000","1043000","1063000","1113000","1104000","1233000","1275000","1378000","",
"Uganda","UGA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","160000","174000","175000","195000","189000","193000","205000","254000","305000","512000","468000","539000","642000","844000","807000","946000","1151000","1197000","1206000","1266000","1303000","1323000","1402000","","",
"Ukraine","UKR","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3716000","3854000","7558000","6208000","4232000","6431000","9174000","10517000","12514000","15629000","17631000","18936000","23122000","25449000","20798000","21203000","21415000","23013000","24671000","12712000","12428000","13333000","14230000","14104000","",
"Upper middle income","UMC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104643456.970882","117440643.490087","119887781.453289","123924709.373977","130402711.782948","148210884.933023","155339508.021738","166197309.712819","159233043.213354","187323670.290381","201135001.226255","210192883.61426","232607090.41753","240910627.101547","234331839.040122","253580043.878122","271458490.320457","291431875.550185","304407241.726285","317681497.833408","328061747.410066","331673587.750155","357371502.17075","384264353.654925","",
"Uruguay","URY","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022000","2152000","2316000","2163000","2073000","1968000","1892000","1258000","1420000","1756000","1808000","1749000","1753000","1938000","2055000","2353000","2857000","2695000","2683000","2682000","2773000","3037000","3674000","3469000","",
"United States","USA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43318000","46489000","47767000","46377000","48689000","51238000","46927000","43581000","41218000","46086000","49206000","50977000","56135000","58007000","55103000","60010000","63477410","66966900","71642910","75379350","77773520","76407480","77186740","79745920","",
